2022,BCS,82,2022BCS0082,,,26-3-2003,2003-03-26
2022,BCS,83,2022BCS0083,,,16-7-2005,2005-07-16
2022,BCS,84,2022BCS0084,,,3-11-2004,2004-11-03
2022,BCS,85,2022BCS0085,,,9-6-2003,2003-06-09
2022,BCS,86,2022BCS0086,,,4-5-2005,2005-05-04
2022,BCS,87,2022BCS0087,,,14-6-2003,2003-06-14
2022,BCS,88,2022BCS0088,,,30-11-2003,2003-11-30
2022,BCS,89,2022BCS0089,,,21-4-2004,2004-04-21
2022,BCS,90,2022BCS0090,,,29-10-2003,2003-10-29
2022,BCS,91,2022BCS0091,,,27-12-2003,2003-12-27
2022,BCS,92,2022BCS0092,,,28-10-2004,2004-10-28
2022,BCS,93,2022BCS0093,,,21-5-2005,2005-05-21
2022,BCS,94,2022BCS0094,,,5-2-2005,2005-02-05
2022,BCS,95,2022BCS0095,,,15-9-2004,2004-09-15
2022,BCS,96,2022BCS0096,,,12-8-2004,2004-08-12
2022,BCS,97,2022BCS0097,,,14-4-2004,2004-04-14
2022,BCS,98,2022BCS0098,,,2-11-2004,2004-11-02
2022,BCS,99,2022BCS0099,,,2-3-2002,2002-03-02
2022,BCS,100,2022BCS0100,,,16-8-2004,2004-08-16
2022,BCS,101,2022BCS0101,,,10-3-2004,2004-03-10
2022,BCS,102,2022BCS0102,,,23-8-2004,2004-08-23
2022,BCS,103,2022BCS0103,,,19-6-2003,2003-06-19
2022,BCS,104,2022BCS0104,,,11-5-2004,2004-05-11
2022,BCS,105,2022BCS0105,,,5-8-2004,2004-08-05
2022,BCS,106,2022BCS0106,,,27-6-2005,2005-06-27
2022,BCS,107,2022BCS0107,,,5-11-2003,2003-11-05
2022,BCS,108,2022BCS0108,,,13-6-2004,2004-06-13
2022,BCS,109,2022BCS0109,,,11-11-2003,2003-11-11
2022,BCS,110,2022BCS0110,,,7-6-2005,2005-06-07
2022,BCS,111,2022BCS0111,,,27-10-2004,2004-10-27
2022,BCS,112,2022BCS0112,,,24-11-2004,2004-11-24
2022,BCS,114,2022BCS0114,,,27-1-2004,2004-01-27
2022,BCS,115,2022BCS0115,,,1-2-2005,2005-02-01
2022,BCS,116,2022BCS0116,,,10-1-2004,2004-01-10
2022,BCS,117,2022BCS0117,,,1-1-2004,2004-01-01
2022,BCS,118,2022BCS0118,,,2-7-2005,2005-07-02
2022,BCS,119,2022BCS0119,,,20-8-2004,2004-08-20
2022,BCS,120,2022BCS0120,,,28-5-2004,2004-05-28
2022,BCS,121,2022BCS0121,,,15-5-2004,2004-05-15
2022,BCS,122,2022BCS0122,,,16-7-2004,2004-07-16
2022,BCS,123,2022BCS0123,,,14-3-2005,2005-03-14
2022,BCS,124,2022BCS0124,,,29-8-2004,2004-08-29
2022,BCS,125,2022BCS0125,,,18-11-2004,2004-11-18
2022,BCS,126,2022BCS0126,,,24-2-2005,2005-02-24
2022,BCS,127,2022BCS0127,,,18-3-2004,2004-03-18
2022,BCS,128,2022BCS0128,,,22-9-2004,2004-09-22
2022,BCS,129,2022BCS0129,,,28-2-2004,2004-02-28
2022,BCS,130,2022BCS0130,,,28-8-2004,2004-08-28
2022,BCS,131,2022BCS0131,,,13-7-2003,2003-07-13
2022,BCS,132,2022BCS0132,,,3-11-2004,2004-11-03
2022,BCS,133,2022BCS0133,,,4-1-2004,2004-01-04
2022,BCS,134,2022BCS0134,,,23-5-2004,2004-05-23
2022,BCS,135,2022BCS0135,,,25-8-2004,2004-08-25
2022,BCS,136,2022BCS0136,,,22-9-2003,2003-09-22
2022,BCS,137,2022BCS0137,,,19-1-2004,2004-01-19
2022,BCS,138,2022BCS0138,,,31-7-2005,2005-07-31
2022,BCS,139,2022BCS0139,,,24-6-2004,2004-06-24
2022,BCS,140,2022BCS0140,,,21-8-2005,2005-08-21
2022,BCS,141,2022BCS0141,,,20-12-2004,2004-12-20
2022,BCS,142,2022BCS0142,,,26-12-2004,2004-12-26
2022,BCS,143,2022BCS0143,,,6-3-2004,2004-03-06
2022,BCS,144,2022BCS0144,,,13-3-2003,2003-03-13
2022,BCS,145,2022BCS0145,,,8-5-2004,2004-05-08
2022,BCS,146,2022BCS0146,,,20-12-2002,2002-12-20
2022,BCS,147,2022BCS0147,,,20-11-2003,2003-11-20
2022,BCS,148,2022BCS0148,,,21-9-2003,2003-09-21
2022,BCS,149,2022BCS0149,,,12-9-2003,2003-09-12
2022,BCS,150,2022BCS0150,,,9-6-2004,2004-06-09
2022,BCS,151,2022BCS0151,,,9-9-2004,2004-09-09
2022,BCS,152,2022BCS0152,,,2-8-2004,2004-08-02
2022,BCS,153,2022BCS0153,,,27-11-2004,2004-11-27
2022,BCS,154,2022BCS0154,,,9-5-2005,2005-05-09
2022,BCS,155,2022BCS0155,,,18-3-2004,2004-03-18
2022,BCS,156,2022BCS0156,,,15-7-2003,2003-07-15
2022,BCS,157,2022BCS0157,,,11-9-2004,2004-09-11
2022,BCS,158,2022BCS0158,,,28-3-2005,2005-03-28
2022,BCS,159,2022BCS0159,,,11-7-2005,2005-07-11
2022,BCS,160,2022BCS0160,,,2-9-2003,2003-09-02
2022,BCS,161,2022BCS0161,,,23-4-2005,2005-04-23
2022,BCS,162,2022BCS0162,,,13-7-2004,2004-07-13
2022,BCS,163,2022BCS0163,,,29-1-2004,2004-01-29
2022,BCS,164,2022BCS0164,,,28-11-2003,2003-11-28
2022,BCS,165,2022BCS0165,,,19-2-2005,2005-02-19
2022,BCS,166,2022BCS0166,,,27-10-2003,2003-10-27
2022,BCS,167,2022BCS0167,,,3-10-2003,2003-10-03
2022,BCS,168,2022BCS0168,,,23-1-2004,2004-01-23
2022,BCS,169,2022BCS0169,,,15-11-2004,2004-11-15
2022,BCS,170,2022BCS0170,,,24-8-2005,2005-08-24
2022,BCS,171,2022BCS0171,,,21-3-2004,2004-03-21
2022,BCS,172,2022BCS0172,,,10-8-2004,2004-08-10
2022,BCS,173,2022BCS0173,,,7-4-2004,2004-04-07
2022,BCS,174,2022BCS0174,,,7-7-2005,2005-07-07
2022,BCS,175,2022BCS0175,,,25-10-2004,2004-10-25
2022,BCS,176,2022BCS0176,,,8-9-2004,2004-09-08
2022,BCS,177,2022BCS0177,,,28-8-2004,2004-08-28
2022,BCS,178,2022BCS0178,,,22-8-2004,2004-08-22
2022,BCS,179,2022BCS0179,,,22-4-2005,2005-04-22
2022,BCS,180,2022BCS0180,,,30-10-2001,2001-10-30
2022,BCS,181,2022BCS0181,,,18-7-2005,2005-07-18
2022,BCS,182,2022BCS0182,,,11-10-2004,2004-10-11
2022,BCS,183,2022BCS0183,,,27-10-2003,2003-10-27
2022,BCS,184,2022BCS0184,,,22-3-2005,2005-03-22
2022,BCS,185,2022BCS0185,,,12-9-2004,2004-09-12
2022,BCS,186,2022BCS0186,,,6-5-2004,2004-05-06
2022,BCS,187,2022BCS0187,,,20-11-2004,2004-11-20
2022,BCS,188,2022BCS0188,,,29-1-2005,2005-01-29
2022,BCS,189,2022BCS0189,,,11-3-2004,2004-03-11
2022,BCS,190,2022BCS0190,,,24-11-2003,2003-11-24
2022,BCS,191,2022BCS0191,,,14-6-2003,2003-06-14
2022,BCS,192,2022BCS0192,,,11-7-2005,2005-07-11
2022,BCS,193,2022BCS0193,,,17-9-2003,2003-09-17
2022,BCS,194,2022BCS0194,,,18-7-2005,2005-07-18
2022,BCS,195,2022BCS0195,,,7-11-2003,2003-11-07
2022,BCS,196,2022BCS0196,,,19-3-2003,2003-03-19
2022,BCS,197,2022BCS0197,,,16-3-2005,2005-03-16
2022,BCS,198,2022BCS0198,,,31-7-2004,2004-07-31
2022,BCS,199,2022BCS0199,,,11-11-2003,2003-11-11
2022,BCS,200,2022BCS0200,,,31-10-2003,2003-10-31
2022,BCS,201,2022BCS0201,,,3-3-2003,2003-03-03
2022,BCS,202,2022BCS0202,,,1-8-2005,2005-08-01
2022,BCS,203,2022BCS0203,,,12-12-2004,2004-12-12
2022,BCS,204,2022BCS0204,,,16-8-2003,2003-08-16
2022,BCS,205,2022BCS0205,,,5-6-2005,2005-06-05
2022,BCS,206,2022BCS0206,,,5-12-2004,2004-12-05
2022,BCS,207,2022BCS0207,,,15-4-2004,2004-04-15
2022,BCS,208,2022BCS0208,,,16-10-2004,2004-10-16
2022,BCS,209,2022BCS0209,,,18-5-2004,2004-05-18
2022,BCS,210,2022BCS0210,,,9-9-2005,2005-09-09
2022,BCS,211,2022BCS0211,,,11-5-2004,2004-05-11
2022,BCS,212,2022BCS0212,,,17-5-2004,2004-05-17
2022,BCS,213,2022BCS0213,,,4-6-2004,2004-06-04
2022,BCS,214,2022BCS0214,,,31-7-2005,2005-07-31
2022,BCS,215,2022BCS0215,,,20-8-2003,2003-08-20
2022,BCS,216,2022BCS0216,,,6-5-2004,2004-05-06
2022,BCS,217,2022BCS0217,,,24-12-2003,2003-12-24
2022,BCS,218,2022BCS0218,,,14-2-2003,2003-02-14
2022,BCS,219,2022BCS0219,,,1-10-2005,2005-10-01
2022,BCS,220,2022BCS0220,,,26-11-2002,2002-11-26
2022,BCS,221,2022BCS0221,,,31-5-2004,2004-05-31
2022,BCS,222,2022BCS0222,,,15-9-2003,2003-09-15
2022,BCS,223,2022BCS0223,,,11-5-2004,2004-05-11
2022,BCS,224,2022BCS0224,,,30-6-2004,2004-06-30
2022,BCS,225,2022BCS0225,,,1-8-2005,2005-08-01
2022,BCS,226,2022BCS0226,,,3-9-2004,2004-09-03
2022,BCS,227,2022BCS0227,,,6-2-2005,2005-02-06
2022,BCS,228,2022BCS0228,,,20-9-2003,2003-09-20
2022,BCS,229,2022BCS0229,,,14-10-2005,2005-10-14
2022,BCS,230,2022BCS0230,,,27-12-2004,2004-12-27
2022,BCS,231,2022BCS0231,,,15-12-2003,2003-12-15
2022,BCS,232,2022BCS0232,,,15-1-2002,2002-01-15
2022,BCS,233,2022BCS0233,,,14-7-2005,2005-07-14
2022,BCS,234,2022BCS0234,,,29-3-2005,2005-03-29
2022,BCS,235,2022BCS0235,,,8-10-2004,2004-10-08
2022,BCS,236,2022BCS0236,,,13-5-2004,2004-05-13